Digital,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sample Rate,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min
 07:12:00  12/08/2019,2.39,58.00,56.22,1,56.03,39,17.67,-4.72,-28.56,2,37,32,31.94,3.17,78.83,-29.00,33.71,0,22.28,24.17,37.00,39,15.22,2,10.90,1,52.44,37.50,45.83,1,65.00,17.67,26.00,17.17,4,0,0,3837,3836,13.53,98852,0,50011,26570,0,0,-4.00,0,3836,1,0,0,0,0,35.21,2.17,2.39,65.00,0,23,-4.00,23,7.89,3.11,58.50,55.80,-4.67,1,35.52,29.16,-0.61,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-0.22,33.23,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,11.72,10.00,35.42,0,13.89,2.22,0,10.00,13.78,0,11.72,0,35.42,2.22,20.00,0,0,0.00,16.22,11.78,0.00,13.89,36.00,2.11,10.00,20.00,1,13.78,20.00,10.00,1,13.11,2.11,0.00,16.00,36.00,0,0.00,20.00,1,4.90,30.20,12.90,-3.20,4.20,3.70,11.10,233.90,235.00,235.30,18.70,16.10,21.60
 07:14:00  12/08/2019,2.39,58.00,56.22,1,56.03,39,17.67,-4.72,-28.56,2,37,32,31.94,3.17,78.83,-29.00,33.71,0,22.28,24.17,37.00,39,15.22,2,10.90,1,52.44,37.50,45.83,1,65.00,17.67,26.00,17.17,4,0,0,3837,3836,13.53,98852,0,50011,26570,0,0,-4.00,0,3836,1,0,0,0,0,35.21,2.17,2.39,65.00,0,23,-4.00,23,7.89,3.11,58.50,55.80,-4.67,1,35.52,29.16,-0.61,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-0.22,33.23,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,11.72,10.00,35.42,0,13.89,2.22,0,10.00,13.78,0,11.72,0,35.42,2.22,20.00,0,0,0.00,16.22,11.78,0.00,13.89,36.00,2.11,10.00,20.00,1,13.78,20.00,10.00,1,13.11,2.11,0.00,16.00,36.00,0,0.00,20.00,1,4.90,30.20,12.90,-3.20,4.20,3.70,11.10,233.90,235.00,235.30,18.70,16.10,21.60
 07:16:00  12/08/2019,2.39,58.44,56.18,1,56.16,37,17.22,-4.44,-28.89,2,37,32,31.94,3.17,78.33,-29.00,33.71,0,22.28,24.17,37.00,37,15.22,2,8.90,1,52.17,37.50,45.83,1,65.00,17.22,24.90,17.17,4,0,0,3837,3836,13.46,98852,0,50011,26570,0,0,-4.00,0,3836,1,0,0,0,0,35.32,2.17,2.39,65.00,0,22,-4.00,22,8.33,4.00,59.11,55.89,-4.67,1,35.52,29.39,-0.61,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-0.22,33.23,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,11.72,10.00,35.52,0,13.89,2.22,0,10.00,13.78,0,11.72,0,35.52,2.22,20.00,0,0,0.00,16.22,11.78,0.00,13.89,36.00,2.11,10.00,20.00,1,13.78,20.00,10.00,1,13.11,2.11,0.00,16.00,36.00,0,0.00,20.00,1,4.90,30.20,12.90,-3.20,4.20,3.70,11.10,233.90,235.00,235.30,18.70,16.10,21.60
 07:18:00  12/08/2019,2.39,58.44,56.18,1,56.35,35,16.94,-4.17,-28.44,2,40,32,31.56,3.17,78.33,-29.00,33.71,0,21.83,24.17,37.00,35,15.22,2,10.80,1,52.17,37.50,45.83,1,65.00,17.22,26.30,17.17,4,0,0,3837,3836,13.71,98852,0,50011,26570,0,0,-4.00,0,3836,1,0,0,0,0,35.63,2.44,2.39,65.00,0,22,-4.00,22,9.11,4.94,59.11,56.09,-4.17,1,35.52,29.61,-0.61,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-0.22,33.23,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,11.39,10.00,35.91,0,13.89,2.61,0,10.00,13.78,0,11.28,0,35.82,2.50,20.00,0,0,0.00,16.22,11.39,0.00,13.89,36.00,2.50,10.00,20.00,1,13.39,20.00,10.00,1,13.11,2.50,0.00,16.00,36.00,0,0.00,20.00,1,4.90,30.20,12.90,-3.20,4.20,3.70,11.10,233.90,235.00,235.30,18.70,16.10,21.60
 07:20:00  12/08/2019,2.39,58.44,56.14,1,56.31,32,16.94,-3.89,-28.06,2,43,32,31.56,3.17,77.50,-29.00,33.71,0,21.83,24.17,37.00,32,15.22,2,13.80,1,52.17,37.22,46.28,1,65.00,16.94,26.30,17.17,4,0,0,3837,3836,13.88,98852,0,50011,26570,0,0,-4.00,0,3836,1,0,0,0,0,35.69,2.44,2.39,65.00,0,22,-4.00,22,9.11,4.94,59.44,56.03,-4.17,1,35.52,29.84,-0.61,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-0.22,33.23,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,11.39,10.00,35.91,0,13.89,2.61,0,10.00,13.78,0,11.28,0,35.91,2.50,20.00,0,0,0.00,16.22,11.39,0.00,13.89,36.00,2.50,10.00,20.00,1,13.39,20.00,10.00,1,13.11,2.50,0.00,16.00,36.00,0,0.00,20.00,1,4.90,30.20,12.90,-3.20,4.20,3.70,11.10,233.90,235.00,235.30,18.70,16.10,21.60
 07:22:00  12/08/2019,2.39,58.83,56.11,1,56.24,32,16.94,-3.89,-28.06,2,47,32,31.22,3.17,77.11,-29.00,33.71,0,21.83,24.17,37.00,32,15.22,2,15.40,1,52.17,37.22,46.28,1,65.00,16.94,27.80,17.17,4,0,0,3837,3836,13.96,98852,0,50011,26570,0,0,-4.00,0,3836,1,0,0,0,0,35.64,2.44,2.39,65.00,0,23,-4.00,23,9.39,5.78,59.44,55.98,-3.72,1,35.52,30.01,-0.61,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-0.22,33.23,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,11.39,10.00,35.91,0,13.89,2.61,0,10.00,13.78,0,11.28,0,35.82,2.50,20.00,0,0,0.00,16.22,11.39,0.00,13.89,36.00,2.50,10.00,20.00,1,13.39,20.00,10.00,1,13.11,2.50,0.00,16.00,36.00,0,0.00,20.00,1,4.90,30.20,12.90,-3.20,4.20,3.70,13.00,234.60,235.00,235.80,18.70,14.80,20.90
 07:24:00  12/08/2019,2.39,58.83,56.11,1,56.24,32,16.94,-3.89,-28.06,2,47,32,31.22,3.17,77.11,-29.00,33.71,0,21.83,24.17,37.00,32,15.22,2,15.40,1,52.17,37.22,46.28,1,65.00,16.94,27.80,17.17,4,0,0,3837,3836,13.96,98852,0,50011,26570,0,0,-4.00,0,3836,1,0,0,0,0,35.64,2.44,2.39,65.00,0,23,-4.00,23,9.39,5.78,59.44,55.98,-3.72,1,35.52,30.01,-0.61,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-0.22,33.23,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,11.39,10.00,35.91,0,13.89,2.61,0,10.00,13.78,0,11.28,0,35.82,2.50,20.00,0,0,0.00,16.22,11.39,0.00,13.89,36.00,2.50,10.00,20.00,1,13.39,20.00,10.00,1,13.11,2.50,0.00,16.00,36.00,0,0.00,20.00,1,4.90,30.20,12.90,-3.20,4.20,3.70,13.00,234.60,235.00,235.80,18.70,14.80,20.90
 07:26:00  12/08/2019,2.39,58.83,56.11,1,56.30,34,17.39,-3.50,-27.78,2,50,32,31.22,3.17,77.11,-29.00,33.71,0,21.83,24.17,37.00,34,15.22,2,14.70,1,52.50,37.22,46.28,1,65.00,17.39,28.70,17.17,4,0,0,3837,3836,14.02,98852,0,50011,26570,0,0,-4.00,0,3836,1,0,0,0,0,35.46,2.44,2.39,65.00,0,25,-4.00,25,8.78,5.11,59.44,56.03,-3.72,1,35.52,30.18,-0.61,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-0.22,33.23,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,11.39,10.00,35.71,0,13.89,2.61,0,10.00,13.78,0,11.28,0,35.62,2.50,20.00,0,0,0.00,16.22,11.72,0.00,13.89,36.00,2.22,10.00,20.00,1,13.39,20.00,10.00,1,13.11,2.50,0.00,16.00,36.00,0,0.00,20.00,1,4.90,30.20,12.90,-3.20,4.20,3.70,13.00,234.60,235.00,235.80,18.70,14.80,20.90
 07:28:00  12/08/2019,2.39,58.11,56.06,1,56.07,36,17.39,-3.83,-27.78,2,50,32,31.22,3.17,76.67,-29.00,33.71,0,21.83,24.17,37.00,36,15.22,2,14.00,1,52.50,37.50,45.83,1,65.00,17.39,28.20,17.17,4,0,0,3837,3836,14.02,98852,0,50011,26570,0,0,-4.00,0,3836,1,0,0,0,0,35.46,2.44,2.39,65.00,0,25,-4.00,25,6.56,2.67,58.61,55.88,-3.72,1,35.52,29.91,-0.61,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-0.22,33.23,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,11.39,10.00,35.71,0,13.89,2.61,0,10.00,13.78,0,11.28,0,35.62,2.50,20.00,0,0,0.00,16.22,11.72,0.00,13.89,36.00,2.22,10.00,20.00,1,13.39,20.00,10.00,1,13.11,2.50,0.00,16.00,36.00,0,0.00,20.00,1,4.90,30.20,12.90,-3.20,4.20,3.70,13.00,234.60,235.00,235.80,18.70,14.80,20.90
 07:30:00  12/08/2019,2.39,57.61,56.06,1,55.91,37,17.39,-4.11,-27.78,2,49,32,31.22,3.17,76.06,-29.00,33.71,0,21.83,24.17,37.00,37,15.22,2,12.70,1,52.50,37.50,45.83,1,65.00,17.39,26.70,17.17,4,0,0,3837,3836,13.92,98852,0,50011,26570,0,0,-4.00,0,3836,1,0,0,0,0,35.39,2.44,2.39,65.00,0,24,-4.00,24,7.44,3.44,58.00,55.63,-4.11,1,35.52,29.65,-0.61,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-0.22,33.23,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,11.39,10.00,35.62,0,13.89,2.28,0,10.00,13.78,0,11.28,0,35.52,2.50,20.00,0,0,0.00,16.22,11.72,0.00,13.89,36.00,2.22,10.00,20.00,1,13.72,20.00,10.00,1,13.11,2.22,0.00,16.00,36.00,0,0.00,20.00,1,4.90,30.20,12.90,-3.20,4.20,3.70,13.00,234.60,235.00,235.80,18.70,14.80,20.90
 07:32:00  12/08/2019,2.39,57.61,56.01,1,56.05,38,17.39,-4.39,-28.06,2,50,32,31.22,3.17,75.61,-29.00,33.71,0,22.17,24.17,37.00,38,15.22,2,10.60,1,52.17,37.50,45.83,1,65.00,17.39,26.70,17.17,4,0,0,3837,3836,13.92,98852,0,50011,26570,0,0,-4.00,0,3836,1,0,0,0,0,35.35,2.17,2.39,65.00,0,23,-4.00,23,8.67,4.28,58.44,55.81,-4.11,1,35.52,29.45,-0.61,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-0.22,33.23,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,11.39,10.00,35.62,0,13.89,2.28,0,10.00,13.78,0,11.28,0,35.52,2.22,20.00,0,0,0.00,16.22,11.72,0.00,13.89,36.00,2.22,10.00,20.00,1,13.72,20.00,10.00,1,13.11,2.22,0.00,16.00,36.00,0,0.00,20.00,1,2.50,30.20,9.70,-3.20,3.40,3.70,13.00,234.60,235.70,235.30,15.10,16.60,11.80
 07:34:00  12/08/2019,2.39,57.61,56.01,1,56.05,38,17.39,-4.39,-28.06,2,50,32,31.22,3.17,75.61,-29.00,33.71,0,22.17,24.17,37.00,38,15.22,2,10.60,1,52.17,37.50,45.83,1,65.00,17.39,26.70,17.17,4,0,0,3837,3836,13.92,98852,0,50011,26570,0,0,-4.00,0,3836,1,0,0,0,0,35.35,2.17,2.39,65.00,0,23,-4.00,23,8.67,4.28,58.44,55.81,-4.11,1,35.52,29.45,-0.61,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-0.22,33.23,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,11.39,10.00,35.62,0,13.89,2.28,0,10.00,13.78,0,11.28,0,35.52,2.22,20.00,0,0,0.00,16.22,11.72,0.00,13.89,36.00,2.22,10.00,20.00,1,13.72,20.00,10.00,1,13.11,2.22,0.00,16.00,36.00,0,0.00,20.00,1,2.50,30.20,9.70,-3.20,3.40,3.70,13.00,234.60,235.70,235.30,15.10,16.60,11.80
 07:36:00  12/08/2019,2.39,58.17,56.01,1,55.88,36,17.06,-4.39,-28.06,2,50,32,31.22,3.17,75.11,-29.00,33.71,0,22.17,24.17,37.00,36,15.22,2,10.60,1,52.17,37.78,45.83,1,65.00,17.06,24.90,17.17,4,0,0,3837,3836,13.92,98852,0,50011,26570,0,0,-4.00,0,3836,1,0,0,0,0,35.51,2.17,2.39,65.00,0,21,-4.00,21,9.11,4.61,58.94,55.59,-4.50,1,35.52,29.33,-0.61,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-0.22,33.23,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,11.39,10.00,35.71,0,13.89,2.28,0,10.00,13.78,0,11.28,0,35.71,2.22,20.00,0,0,0.00,16.22,11.72,0.00,13.89,36.00,2.22,10.00,20.00,1,13.72,20.00,10.00,1,13.11,2.22,0.00,16.00,36.00,0,0.00,20.00,1,2.50,30.20,9.70,-3.20,3.40,3.70,13.00,234.60,235.70,235.30,15.10,16.60,11.80
 07:38:00  12/08/2019,2.39,58.44,55.97,1,55.99,34,17.06,-4.39,-27.72,2,50,32,30.89,3.17,74.56,-29.00,33.71,0,22.17,24.17,37.00,34,15.22,2,10.60,1,52.17,37.78,46.17,1,65.00,17.06,24.30,17.17,4,0,0,3837,3836,14.06,98852,0,50011,26570,0,0,-4.00,0,3836,1,0,0,0,0,35.46,2.17,2.39,65.00,0,20,-4.00,20,9.72,5.50,59.28,55.76,-4.50,1,35.52,29.49,-0.61,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-0.22,33.23,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,11.39,10.00,35.71,0,13.89,2.28,0,10.00,13.78,0,11.28,0,35.62,2.22,20.00,0,0,0.00,16.22,11.72,0.00,13.89,36.00,2.22,10.00,20.00,1,13.72,20.00,10.00,1,13.11,2.22,0.00,16.00,36.00,0,0.00,20.00,1,2.50,30.20,9.70,-3.20,3.40,3.70,13.00,234.60,235.70,235.30,15.10,16.60,11.80
 07:40:00  12/08/2019,2.39,58.44,55.93,1,55.99,33,17.06,-4.11,-27.72,2,50,32,30.89,3.17,74.22,-29.00,33.71,0,22.17,24.17,37.00,33,15.22,2,10.60,1,52.17,38.28,46.67,1,65.00,17.06,24.30,17.17,4,0,0,3837,3836,14.10,98852,0,50011,26570,0,0,-4.00,0,3836,1,0,0,0,0,35.46,2.17,2.39,65.00,0,20,-4.00,20,9.72,5.50,59.56,55.76,-4.11,1,35.52,29.68,-0.61,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-0.22,33.23,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,11.39,10.00,35.71,0,13.89,2.28,0,10.00,13.78,0,11.28,0,35.62,2.22,20.00,0,0,0.00,16.22,11.72,0.00,13.89,36.00,2.22,10.00,20.00,1,13.72,20.00,10.00,1,13.11,2.22,0.00,16.00,36.00,0,0.00,20.00,1,2.50,30.20,9.70,-3.20,3.40,3.70,13.00,234.60,235.70,235.30,15.10,16.60,11.80
 07:42:00  12/08/2019,2.39,58.83,55.93,1,55.99,32,17.06,-4.11,-27.72,2,50,32,30.89,3.17,74.22,-29.00,33.71,0,21.89,24.17,37.00,32,15.22,2,11.20,1,52.17,39.06,46.67,1,65.00,17.06,25.00,17.17,4,0,0,3837,3836,14.14,98852,0,50011,26570,0,0,-4.00,0,3836,1,0,0,0,0,35.56,2.17,2.39,65.00,0,21,-4.00,21,9.44,5.50,59.56,55.72,-4.11,1,35.52,29.82,-0.61,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-0.22,33.23,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,11.39,10.00,35.82,0,13.89,2.28,0,10.00,13.78,0,11.28,0,35.71,2.22,20.00,0,0,0.00,16.22,11.39,0.00,13.89,36.00,2.22,10.00,20.00,1,13.72,20.00,10.00,1,13.11,2.22,0.00,16.00,36.00,0,0.00,20.00,1,6.80,30.20,16.80,-3.20,4.30,5.70,12.30,234.60,234.70,234.40,18.90,24.60,29.70
 07:44:00  12/08/2019,2.39,58.83,55.85,1,56.16,31,17.06,-3.61,-31.22,1,33,50,34.33,3.17,71.06,-29.00,33.71,0,21.89,24.17,37.00,31,15.22,2,13.00,1,52.44,40.11,46.33,1,65.00,17.06,27.30,17.17,4,0,0,3837,3836,12.30,98852,0,50011,26570,0,0,-4.00,0,3836,1,0,0,0,0,35.64,2.50,2.39,65.00,0,22,-4.00,22,9.89,6.28,59.56,55.94,-3.61,1,35.52,30.08,-0.61,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-0.22,33.23,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,11.39,10.00,35.82,0,13.89,2.28,0,10.00,13.78,0,11.28,0,35.71,2.22,20.00,0,0,0.00,16.22,11.39,0.00,13.89,36.00,2.22,10.00,20.00,1,13.72,20.00,10.00,1,13.11,2.22,0.00,16.00,36.00,0,0.00,20.00,1,6.80,30.20,16.80,-3.20,4.30,5.70,12.30,234.60,234.70,234.40,18.90,24.60,29.70
 07:46:00  12/08/2019,2.39,58.83,55.85,1,56.16,31,17.06,-3.61,-31.22,1,33,50,34.33,3.17,71.06,-29.00,33.71,0,21.89,24.17,37.00,31,15.22,2,13.00,1,52.44,40.11,46.33,1,65.00,17.06,27.30,17.17,4,0,0,3837,3836,12.30,98852,0,50011,26570,0,0,-4.00,0,3836,1,0,0,0,0,35.64,2.50,2.39,65.00,0,22,-4.00,22,9.89,6.28,59.56,55.94,-3.61,1,35.52,30.08,-0.61,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-0.22,33.23,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,11.39,10.00,35.91,0,13.89,2.61,0,10.00,13.78,0,11.28,0,35.82,2.50,20.00,0,0,0.00,16.22,11.39,0.00,13.89,36.00,2.50,10.00,20.00,1,13.28,20.00,10.00,1,13.11,2.50,0.00,16.00,36.00,0,0.00,20.00,1,6.80,30.20,16.80,-3.20,4.30,5.70,12.30,234.60,234.70,234.40,18.90,24.60,29.70
 07:48:00  12/08/2019,2.39,58.39,55.80,1,55.97,31,17.06,-3.61,-29.17,2,35,32,32.44,3.17,77.06,-29.00,33.71,0,21.89,24.17,37.00,31,14.94,2,14.80,1,52.44,41.17,45.83,1,65.00,17.06,27.80,17.17,4,0,0,3837,3836,13.37,98852,0,50011,26570,0,0,-4.00,0,3836,1,0,0,0,0,35.64,2.50,2.39,65.00,0,23,-4.00,23,7.06,3.22,58.78,55.73,-3.61,1,35.52,29.97,-0.61,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-0.22,33.23,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,11.39,10.00,35.91,0,13.89,2.61,0,10.00,13.78,0,11.28,0,35.82,2.50,20.00,0,0,0.00,16.22,11.39,0.00,13.89,36.00,2.50,10.00,20.00,1,13.28,20.00,10.00,1,13.11,2.50,0.00,16.00,36.00,0,0.00,20.00,1,6.80,30.20,16.80,-3.20,4.30,5.70,12.30,234.60,234.70,234.40,18.90,24.60,29.70
 07:50:00  12/08/2019,2.39,57.39,55.76,1,55.97,32,17.06,-3.61,-29.78,2,33,32,33.11,3.17,78.72,-29.00,33.71,0,21.89,24.17,37.00,32,14.94,2,15.40,1,52.44,41.89,45.39,1,65.00,17.06,29.10,17.17,4,0,0,3837,3836,13.03,98852,0,50011,26570,0,0,-4.00,0,3836,1,0,0,0,0,35.58,2.50,2.39,65.00,0,25,-4.00,25,7.06,3.50,57.67,55.73,-3.61,1,35.52,30.14,-0.61,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-0.22,33.23,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,11.39,10.00,35.82,0,13.89,2.61,0,10.00,13.78,0,11.28,0,35.71,2.50,20.00,0,0,0.00,16.22,11.39,0.00,13.89,36.00,2.50,10.00,20.00,1,13.28,20.00,10.00,1,13.11,2.50,0.00,16.00,36.00,0,0.00,20.00,1,6.80,30.20,16.80,-3.20,4.30,5.70,12.30,234.60,234.70,234.40,18.90,24.60,29.70
 07:52:00  12/08/2019,2.39,57.39,55.69,1,55.73,34,17.06,-3.61,-29.33,2,31,31,32.72,3.17,80.06,-29.00,33.71,0,21.89,24.17,37.00,34,14.94,2,15.40,1,52.06,42.22,45.39,1,65.00,17.06,28.60,17.17,4,0,0,3837,3836,13.33,98852,0,50011,26570,0,0,-4.00,0,3836,1,0,0,0,0,35.47,2.50,2.39,65.00,0,26,-4.00,26,8.17,4.50,57.67,55.55,-3.61,1,35.52,30.03,-0.61,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-0.22,33.23,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,11.39,10.00,35.71,0,13.89,2.61,0,10.00,13.78,0,11.28,0,35.62,2.50,20.00,0,0,0.00,16.22,11.39,0.00,13.89,36.00,2.50,10.00,20.00,1,13.61,20.00,10.00,1,13.11,2.50,0.00,16.00,36.00,0,0.00,20.00,1,4.00,30.20,11.00,-3.20,3.20,3.80,17.30,234.60,234.70,234.40,14.50,17.20,17.60
 07:54:00  12/08/2019,2.39,57.39,55.63,1,55.61,35,17.06,-4.06,-27.39,3,39,32,30.72,3.17,78.72,-29.00,33.71,0,22.22,24.17,37.00,35,14.94,2,13.20,1,52.06,42.22,45.39,1,65.00,17.06,28.00,16.89,4,0,0,3837,3836,14.27,98852,0,50011,26570,0,0,-4.00,0,3836,1,0,0,0,0,35.35,2.17,2.39,65.00,0,25,-4.00,25,8.17,4.17,57.94,55.40,-4.00,1,35.52,29.73,-0.61,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-0.22,33.23,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,11.39,10.00,35.52,0,13.89,2.28,0,10.00,13.78,0,11.28,0,35.52,2.22,20.00,0,0,0.00,16.22,11.39,0.00,13.89,36.00,2.22,10.00,20.00,1,13.61,20.00,10.00,1,13.11,2.22,0.00,16.00,36.00,0,0.00,20.00,1,4.00,30.20,11.00,-3.20,3.20,3.80,17.30,234.60,234.70,234.40,14.50,17.20,17.60
